username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,,,,
,2016-07-02 13:39,0,0,"""Der alte Waran und das Meer"" #tddl16",,,#tddl16,7.49205846647857E+017,https://twitter.com/DasRehGisela/status/749205846647857152,,,,
,2016-07-02 13:38,0,0,"Tja, womit wollen wir das jetzt vergleichen? #tddl16",,,#tddl16,7.49205728397783E+017,https://twitter.com/MadamGaehn/status/749205728397783040,,,,
,2016-07-02 13:38,0,1,Der Bewerb 2016 begann und endete mit einem Sargnagel. #tddl16,,,#tddl16,7.49205654657794E+017,https://twitter.com/Hella_Kopf/status/749205654657794048,,,,
,2016-07-02 13:38,0,2,Alles ur bachmannesk hier #tddl16,,,#tddl16,7.49205543579972E+017,https://twitter.com/verswabot/status/749205543579971584,,,,
,2016-07-02 13:37,0,2,"#Zwicky klingt wie ein Märchenvorleser. Gibt es noch Kinder, die auf so einen Ton stehen? Sind sie nicht längst darüber hinaus? #tddl16",,,#Zwicky #tddl16,7.4920542887415E+017,https://twitter.com/HansHuett/status/749205428874149888,,,,
,2016-07-02 13:37,0,0,Mich langweilen sogar die Tweets zu diesem Text. #tddl16,,,#tddl16,7.4920541158946E+017,https://twitter.com/clarityandchaos/status/749205411589459968,,,,
,2016-07-02 13:37,0,0,nervotisch? #tddl16 #tddl,,,#tddl16 #tddl,7.49205397349827E+017,https://twitter.com/Songs_n_Socks/status/749205397349826560,,,,
,2016-07-02 13:37,0,1,Plötzlich wurde der Blick auf den Monitor interessanter #tddl16 pic.twitter.com/EDnnWoElYS,,,#tddl16,7.49205354072904E+017,https://twitter.com/literaturcafe/status/749205354072903680,,,,
,2016-07-02 13:37,0,0,Dieter Zwicky hört sich ein wenig wie ein schweizerischer Max Raabe an. Drollig. ^^ #tddl16,,,#tddl16,7.49205349018833E+017,https://twitter.com/Herr_Martinsen/status/749205349018832896,,,,
,2016-07-02 13:37,4,13,"Versuche mir vorzustellen, wie es wäre, würde jeder von 1 vorlesenden Zwicky auf Straße verfolgt werden #tddl16",,,#tddl16,7.49205317020516E+017,https://twitter.com/standseilbahn/status/749205317020516352,,,,
,2016-07-02 13:37,0,1,"""der Zwölf-, ja Zwanzigteilung meines Leibs"" #tddl16 pic.twitter.com/qJvNzdIKFu",,,#tddl16,7.49205290214629E+017,https://twitter.com/Songs_n_Socks/status/749205290214629376,,,,
,2016-07-02 13:37,0,3,"""Schakklin und der alte Waran"" #tddl16",,,#tddl16,7.4920523903153E+017,https://twitter.com/DasRehGisela/status/749205239031529472,,,,
,2016-07-02 13:37,0,2,#tddl16 #zwicky gewinnt auf jeden fall den dialektal-onkelhaftigkeits-preis des unter-sub-kantons sankt-erberts-an-der-los-alamos-lee,,,#tddl16 #zwicky,7.49205225643344E+017,https://twitter.com/ltrtrpunktde/status/749205225643343872,,,,
,2016-07-02 13:36,0,3,"""Löse Dich auf!"" werde ich weiterverwenden. #Zwicky #tddl16",,,#Zwicky #tddl16,7.49205214008402E+017,https://twitter.com/Lotta_K/status/749205214008401920,,,,
,2016-07-02 13:36,0,0,Die Sprache ist halt ziemlich antiquiert. #tddl16,,,#tddl16,7.49205142705213E+017,https://twitter.com/_mnjl/status/749205142705213440,,,,
,2016-07-02 13:36,1,1,Armin Thurnher wünscht sich #FPÖ als schlechten Verlierer #tddl16 http://www. deutschlandradiokultur.de/oesterreich-eu ropaeische-aufmerksamkeit-fuer-die-neue.1270.de.html?dram:article_id=358941 …,,,#FP #tddl16,7.49205122761298E+017,https://twitter.com/dlfkultur/status/749205122761297921,,,,
,2016-07-02 13:36,0,1,Juri hat so weirde autorInnen jedes jahr #tddl16,,,#tddl16,7.49205114896978E+017,https://twitter.com/osaka_desdemona/status/749205114896977920,,,,
,2016-07-02 13:36,0,2,Das Waranhafte dieses Textes kommt auch durch den Vortrag nicht zur Erscheinung. #Zwicky #tddl16,,,#Zwicky #tddl16,7.4920511003571E+017,https://twitter.com/HansHuett/status/749205110035709952,,,,
,2016-07-02 13:36,0,4,Tue mir sehr schwer mit dem Vorlesen von #Zwicky . So betulich. Puh. #tddl16,,,#Zwicky #tddl16,7.49205098128081E+017,https://twitter.com/ineshaeufler/status/749205098128080896,,,,
,2016-07-02 13:36,0,2,Immer ist alles Verlust. Heute Morgen Verlust meines temporären Quallentattoos. #tddl16,,,#tddl16,7.49205031107305E+017,https://twitter.com/thammandreas/status/749205031107305472,,,,
,2016-07-02 13:36,0,0,Trotz der sprachlichen Deformation Amerika-Sehnsucht in mir #tddl16 #zwicky,,,#tddl16 #zwicky,7.49205026334179E+017,https://twitter.com/thedailyfrown/status/749205026334179328,,,,
,2016-07-02 13:36,0,0,Nach dem Autorentext von Sharon Dodua Otoo bleibt der Rest für mich langweilig träge mit Zutaten aus dem Kochbuch #tddl16,,,#tddl16,7.49204984546361E+017,https://twitter.com/odradet/status/749204984546361344,,,,
,2016-07-02 13:35,0,0,Und dann wieder Einschlafreiz Los Alamos. Wie Hypnose! #tddl16,,,#tddl16,7.49204906914017E+017,https://twitter.com/judithliere/status/749204906914017280,,,,
,2016-07-02 13:35,0,2,"Weißwein ist ein exzellenter Weg, um 'Wasser' in die 'Rohre' von Los Alamos zu bringen. #tddl16",,,#tddl16,7.49204816732295E+017,https://twitter.com/clarityandchaos/status/749204816732295169,,,,
,2016-07-02 13:34,0,0,"(Schreibe deshalb Schaklin, weil ich selbst gar nicht weiß, wie man die Buchstaben in diesem Namen in die richtige Reihenfolge.. #tddl16 )",,,#tddl16,7.49204719969722E+017,https://twitter.com/frautravnicek/status/749204719969722368,,,,
,2016-07-02 13:34,0,3,Augsburger-Puppenkiste-Assoziation #zwicky #tddl16,,,#zwicky #tddl16,7.49204675241574E+017,https://twitter.com/DorisBrockmann/status/749204675241574400,,,,
,2016-07-02 13:34,1,1,"Das wär's wirklich! @KlausKastberger , können sie helfen? #tddl16 https:// twitter.com/GregorKeuschni g/status/749204282705059840 …",,@KlausKastberger,#tddl16,7.49204634275807E+017,https://twitter.com/frl_zeh/status/749204634275807234,,,,
,2016-07-02 13:34,1,0,A Swissman in Amerika #tddl16 #zwicky,,,#tddl16 #zwicky,7.49204619503501E+017,https://twitter.com/thedailyfrown/status/749204619503501313,,,,
,2016-07-02 13:34,0,0,Weißwein vielleicht? #tddl16,,,#tddl16,7.49204614977913E+017,https://twitter.com/napsschraline/status/749204614977912832,,,,
,2016-07-02 13:34,0,2,"Fernsehglotzen und ""lustige"" Sprüchlein ins Internet reinschreiben. So kriegt man ein Wochenende auch rum. Nichts gleistet. #tddl16",,,#tddl16,7.49204601035973E+017,https://twitter.com/thammandreas/status/749204601035972609,,,,
,2016-07-02 13:34,1,6,Und gleich die Jury so zu Juri #tddl16 pic.twitter.com/YnG5v85WpK,,,#tddl16,7.49204548330394E+017,https://twitter.com/literaturcafe/status/749204548330393600,,,,
,2016-07-02 13:34,0,1,Das ist wieder so ein Text der nur mit Alkohol wirken kann. ... #tddl16,,,#tddl16,7.49204476486095E+017,https://twitter.com/napsschraline/status/749204476486094848,,,,
,2016-07-02 13:33,0,0,Tschakklin mit nerven aus stahl #zwicky #tddl16,,,#zwicky #tddl16,7.49204430143234E+017,https://twitter.com/osaka_desdemona/status/749204430143234048,,,,
,2016-07-02 13:33,0,1,Schaklin hat Nerven aus grünem Holz. #tddl16,,,#tddl16,7.49204426922099E+017,https://twitter.com/frautravnicek/status/749204426922098688,,,,
,2016-07-02 13:33,0,0,"nachgelesen A. Sozio: Dramaturgisch ja nicht verkehrt, auch 1-2 gute Bilder, aber musste diese Pseudoprovokation wirklich sein? #tddl16",,,#tddl16,7.4920435152939E+017,https://twitter.com/litterazette/status/749204351529390080,,,,
,2016-07-02 13:33,0,3,Vielleicht fehlt in dem Text einfach jeder zweite Satz und dann ergibt er Sinn? #Zwicky #tddl16,,,#Zwicky #tddl16,7.49204348115284E+017,https://twitter.com/miriam_vollmer/status/749204348115283968,,,,
,2016-07-02 13:33,0,1,Mein Kopf fühlt sich an wie beim Mantrensingen beim Yoga. #zwicky #tddl16,,,#zwicky #tddl16,7.49204319359078E+017,https://twitter.com/judithliere/status/749204319359078400,,,,
,2016-07-02 13:33,0,1,Leichte Befremdung. #zwicky #tddl16,,,#zwicky #tddl16,7.49204294109368E+017,https://twitter.com/HansHuett/status/749204294109368320,,,,
,2016-07-02 13:33,0,2,Das wär's doch. Man lost die Startreihenfolge aus. Und danach wer welchen Text liest. #tddl16,,,#tddl16,7.4920428270506E+017,https://twitter.com/GregorKeuschnig/status/749204282705059840,,,,
,2016-07-02 13:33,0,0,"Ich kannte den Text schon einige Tage vorher. Vorleser/in, will ungenannt bleiben #tddl16",,,#tddl16,7.4920425162514E+017,https://twitter.com/Olaf_Kutzmutz/status/749204251625140224,,,,
,2016-07-02 13:33,0,1,"""Und ich weiß von Schweinen aus jener Gegend"" ist auch eine schöne Analyse auf Österreich #tddl16",,,#tddl16,7.49204232356717E+017,https://twitter.com/verswabot/status/749204232356716544,,,,
,2016-07-02 13:33,1,1,#tddl #tddl16 #wordcloud Dieter Zwicky - CH „Los Alamos ist winzig“ http:// bachmannpreis.orf.at/stories/277316 8/ … pic.twitter.com/tm32Y5xaAQ,,,#tddl #tddl16 #wordcloud,7.49204231924613E+017,https://twitter.com/_TheBubble_/status/749204231924613120,,,,
,2016-07-02 13:33,0,1,"#tddl16 Sorry, wenn einer schlecht liest bin ich raus. Ende.",,,#tddl16,7.49204227600384E+017,https://twitter.com/gedanken_to_go/status/749204227600384001,,,,
,2016-07-02 13:32,0,4,"Bitte, bitte, höre er auf! #tddl16",,,#tddl16,7.49204215139099E+017,https://twitter.com/MStacheder/status/749204215139098624,,,,
,2016-07-02 13:32,0,1,Ooooooocccccch. #tddl16,,,#tddl16,7.49204174907273E+017,https://twitter.com/frautravnicek/status/749204174907273216,,,,
,2016-07-02 13:32,0,2,Er war sicher ein guter Fußballspieler in seiner Jugend. Kopfballstark. Warum trägt er keinen Schnurrbart? Woher kommt der Schmerz. #tddl16,,,#tddl16,7.49204053092135E+017,https://twitter.com/thammandreas/status/749204053092134912,,,,
,2016-07-02 13:32,0,0,Rudie can't fail. #tddl16,,,#tddl16,7.49203989925855E+017,https://twitter.com/clarityandchaos/status/749203989925855232,,,,
,2016-07-02 13:32,0,0,"#Zwicky s Text hat Sätze, die man sich an die Wand hängen möchte. Aber insgesamt mag ich das nicht so. #tddl16",,,#Zwicky #tddl16,7.49203976768393E+017,https://twitter.com/GregorKeuschnig/status/749203976768393216,,,,
,2016-07-02 13:31,0,0,Ich erinnere mich an https://www. youtube.com/watch?v=n6MhZg dYhdc … . #Zwicky #tddl16,,,#Zwicky #tddl16,7.49203939367719E+017,https://twitter.com/Hella_Kopf/status/749203939367718912,,,,
,2016-07-02 13:31,0,1,Ein Text wie ein Lückentext. #tddl16,,,#tddl16,7.49203919683854E+017,https://twitter.com/MadamGaehn/status/749203919683854336,,,,
,2016-07-02 13:31,4,4,"Sorry, aber ich höre nur noch Los Alamos und sehe ständig Bilder aus amerikanischen Western aus den 70ern vor mir. #tddl16 #Zwicky",,,#tddl16 #Zwicky,7.49203762640777E+017,https://twitter.com/literaturcafe/status/749203762640777216,,,,
,2016-07-02 13:31,0,1,Den Schweizern gehts zu gut. #tddl16,,,#tddl16,7.49203735172223E+017,https://twitter.com/MadamGaehn/status/749203735172222976,,,,
,2016-07-02 13:30,0,3,Zwicky liest als ob ihm der Text neu ist. #tddl16,,,#tddl16,7.49203644738835E+017,https://twitter.com/Songs_n_Socks/status/749203644738834433,,,,
,2016-07-02 13:30,0,2,Der Singsang ist schön. Der Rest ist egal. Alles ist Hölle. #tddl16,,,#tddl16,7.49203637646266E+017,https://twitter.com/thammandreas/status/749203637646266368,,,,
,2016-07-02 13:30,0,0,Hat #Zwicky im Vorfilm seinen hübschen #Hund als Blutpudel vorgestellt? #Ironie oder hab ich mich verhört? #tddl16,,,#Zwicky #Hund #Ironie #tddl16,7.49203616628613E+017,https://twitter.com/KaroRutkowsky/status/749203616628613122,,,,
,2016-07-02 13:30,1,5,"“Quicklebendige Dörrpflaumen schoben sich hinter die drolligen Sauerkrautberge. Eine Pionierleistung, schreit der Gibbon!” #Zwicky #tddl16",,,#Zwicky #tddl16,7.49203533686243E+017,https://twitter.com/noemata/status/749203533686243328,,,,
,2016-07-02 13:30,0,0,Es ist wirklich zu viel. #tddl16,,,#tddl16,7.49203512546955E+017,https://twitter.com/clarityandchaos/status/749203512546955264,,,,
,2016-07-02 13:30,1,4,"Ob dieser Text wieder eine Diskussion zu ""anständigem Deutsch"" provoziert? Ich versteh nur die Hälfte, aber das macht nichts. #tddl16",,,#tddl16,7.49203465868546E+017,https://twitter.com/Wolfseule/status/749203465868546048,,,,
,2016-07-02 13:29,0,0,Mir ist aber nicht zum Scherzen11!!!!!!!!!1 #tddl16 #zwicky,,,#tddl16 #zwicky,7.49203457932927E+017,https://twitter.com/thedailyfrown/status/749203457932926976,,,,
,2016-07-02 13:29,0,1,"In diesem Umfeld glänzt Sargnagel trotz Ungeformtheit, und Julia Wolf ist Königin. #tddl16",,,#tddl16,7.49203419580236E+017,https://twitter.com/slowtiger/status/749203419580235776,,,,
,2016-07-02 13:29,0,0,Ich merk schon dass dir nicht zum scherzen ist. #tddl16 #CaptainObvious,,,#tddl16 #CaptainObvious,7.49203417776722E+017,https://twitter.com/Songs_n_Socks/status/749203417776721921,,,,
,2016-07-02 13:29,0,0,Noch ein Tier im Kopf #tddl16,,,#tddl16,7.49203392778609E+017,https://twitter.com/sammelmappe/status/749203392778608640,,,,
,2016-07-02 13:29,1,1,Vortragbahre #tddl16,,,#tddl16,7.49203385136456E+017,https://twitter.com/Olaf_Kutzmutz/status/749203385136455682,,,,
,2016-07-02 13:29,0,1,"#tddl16 benutzt #zwicki absichtlich so viele kehlenlautworte wie nur möglich: kolorierte, rabiat rachsüchtige dörrpflaumen!",,,#tddl16 #zwicki,7.49203342405034E+017,https://twitter.com/ltrtrpunktde/status/749203342405033984,,,,
,2016-07-02 13:29,0,2,Prognose: Dieter Zwicky bleibt auch bei seiner zweiten Teilnahme ohne Preis. #tddl16,,,#tddl16,7.4920330323866E+017,https://twitter.com/U_Batke/status/749203303238660096,,,,
,2016-07-02 13:29,0,0,Da passiert irgendwie gar nix bei mir. ... #tddl16,,,#tddl16,7.49203289674224E+017,https://twitter.com/napsschraline/status/749203289674223616,,,,
,2016-07-02 13:29,1,0,#tddl #tddl16 #wordcloud Astrid Sozio - D „Das verlassenste Land“ http:// bachmannpreis.orf.at/stories/277316 6/ … pic.twitter.com/PTm69do4rM,,,#tddl #tddl16 #wordcloud,7.49203268874764E+017,https://twitter.com/_TheBubble_/status/749203268874764288,,,,
,2016-07-02 13:29,0,2,"Man will diesen Text jetzt auch einfach mögen können, so zum Abschluss. #tddl16",,,#tddl16,7.49203260230234E+017,https://twitter.com/frautravnicek/status/749203260230234112,,,,
,2016-07-02 13:29,0,7,"Ich weiß, das ist jetzt kein Argument, aber ich langweile mich so. #tddl16",,,#tddl16,7.49203224398336E+017,https://twitter.com/fraudiener/status/749203224398336000,,,,
,2016-07-02 13:28,1,3,Zwicky den Ei-Text von Otoo lesen lassen. Just a thought. #tddl16 #schreibszene,,,#tddl16 #schreibszene,7.4920320946235E+017,https://twitter.com/frl_zeh/status/749203209462349825,,,,
,2016-07-02 13:28,0,1,"Ich habe gehofft, dass der Schweizer Zwicky noch einen guten Schlusspunkt setzt. Aber es bleibt beim äusserst schwachen Jahrgang 16. #tddl16",,,#tddl16,7.49203143351763E+017,https://twitter.com/klioblog/status/749203143351762944,,,,
,2016-07-02 13:28,0,3,Die Trivialität des Textes tritt durch den expressiven Vortrag um so furchtbarer sich selbst in den Weg. #tddl16 #Zwicky,,,#tddl16 #Zwicky,7.49202997117411E+017,https://twitter.com/HansHuett/status/749202997117411328,,,,
,2016-07-02 13:27,0,5,"Twitter hat mich zerstört. Höre statt ""Los Alamos"" dauernd ""Los Almanos"". Wobei, passt eh zu dieser Veranstaltung #tddl16",,,#tddl16,7.4920296058916E+017,https://twitter.com/verswabot/status/749202960589160448,,,,
,2016-07-02 13:27,6,13,"""Er...lebte von Luft, offensichtlich, nicht von Einkünften."" Mein Satz des Bewerbs! #Zwicky #tddl16",,,#Zwicky #tddl16,7.49202959897072E+017,https://twitter.com/GregorKeuschnig/status/749202959897071616,,,,
,2016-07-02 13:27,1,7,"Kann mal jemand Schacklin fragen, um was es geht? #tddl16",,,#tddl16,7.49202936144605E+017,https://twitter.com/PeterHellinger/status/749202936144605192,,,,
,2016-07-02 13:27,1,5,Die Tweets von @clemensetz werten diesen Text unglaublich auf. #Zwicky #tddl16,,@clemensetz,#Zwicky #tddl16,7.49202933405848E+017,https://twitter.com/literaturcafe/status/749202933405847552,,,,
,2016-07-02 13:27,0,1,Lustig #tddl16 pic.twitter.com/z8sbkHeTRz,,,#tddl16,7.49202843593216E+017,https://twitter.com/standseilbahn/status/749202843593216000,,,,
,2016-07-02 13:27,0,0,Und nun zurück zu den Haaren. #tddl16,,,#tddl16,7.49202842481754E+017,https://twitter.com/_kid37/status/749202842481754112,,,,
,2016-07-02 13:27,0,1,"Früher war er irgendwie witziger, der Emil Steinberger... #tddl16",,,#tddl16,7.49202841013715E+017,https://twitter.com/jujoma/status/749202841013714944,,,,
,2016-07-02 13:27,0,1,*denkt grundlos immerzu an einen charmanten Friseur* #tddl16,,,#tddl16,7.49202783920882E+017,https://twitter.com/MadamGaehn/status/749202783920881664,,,,
,2016-07-02 13:27,0,1,Lodenjacken in Los Alamos. Wie passiv-aggressiv-alpin. #tddl16,,,#tddl16,7.49202722461717E+017,https://twitter.com/clarityandchaos/status/749202722461716480,,,,
,2016-07-02 13:26,0,3,Es kommt viel Essen vor. #Zwicky redet bisher einfach nur so vor sich hin. #tddl16,,,#Zwicky #tddl16,7.4920267190777E+017,https://twitter.com/miriam_vollmer/status/749202671907770368,,,,
,2016-07-02 13:26,0,0,"Ist das nicht schweizerish? Wimperntusche hat immerhin ein ""Bürstchen""? #tddl16",,,#tddl16,7.49202652559467E+017,https://twitter.com/frautravnicek/status/749202652559466496,,,,
,2016-07-02 13:26,0,5,Ich stehe laut lachend im ORF Garten bei zwicky. Warum lachen die nicht? #tddl16,,,#tddl16,7.49202585555464E+017,https://twitter.com/TheGurkenkaiser/status/749202585555464192,,,,
,2016-07-02 13:26,0,2,"Ich weiß noch nicht, ob ich den Text mag, aber ich könnte stundenlang zuhören. #zwicky #tddl16",,,#zwicky #tddl16,7.49202569289994E+017,https://twitter.com/judithliere/status/749202569289994240,,,,
,2016-07-02 13:26,0,2,Krautrock aus der Schweiz. #Zwicky #tddl16,,,#Zwicky #tddl16,7.49202525371396E+017,https://twitter.com/Hella_Kopf/status/749202525371396096,,,,
,2016-07-02 13:26,0,3,"""Einzig Sauerkraut fehlt – Sauerkraut, fremde Welt."" Das ist der egalste Text des Wettbewerbs. #tddl16 #tddl",,,#tddl16 #tddl,7.4920250599791E+017,https://twitter.com/Songs_n_Socks/status/749202505997910016,,,,
,2016-07-02 13:26,1,1,"Vierzehn Texte, zehneinhalb Ich-Erzähler, genau drei Viertel. #tddl16",,,#tddl16,7.49202479456391E+017,https://twitter.com/wohlatz/status/749202479456391168,,,,
,2016-07-02 13:26,0,0,"Ist mir in diesem Fall nicht so wichtig, auf die Erklärung kann ich warten. #tddl16",,,#tddl16,7.49202459411743E+017,https://twitter.com/frautravnicek/status/749202459411742720,,,,
,2016-07-02 13:25,0,0,Was ist das für 1 mind? Sick. #sozio #tddl16,,,#sozio #tddl16,7.49202446161936E+017,https://twitter.com/osaka_desdemona/status/749202446161936384,,,,
,2016-07-02 13:25,0,1,Zu viel Handlung!!!! #tddl16,,,#tddl16,7.49202412200685E+017,https://twitter.com/MadamGaehn/status/749202412200685568,,,,
,2016-07-02 13:25,2,6,#tddl16 pic.twitter.com/n18oPfc5bx,,,#tddl16,7.49202375286591E+017,https://twitter.com/thammandreas/status/749202375286591488,,,,
,2016-07-02 13:25,3,2,"Manchmal sieht es aus, als bekäme er von seinen eigenen Worten Ohrfeigen, die ihn hochpeitschen. #Zwicky #Vorlesen #tddl16",,,#Zwicky #Vorlesen #tddl16,7.49202362296861E+017,https://twitter.com/DorisBrockmann/status/749202362296860672,,,,
,2016-07-02 13:25,0,0,"Als Schweizerin muss ich sagen, ich habe selten so ein scheussliches verdeutschtes Schweizerdeutsch gehört. #tddl16 https:// twitter.com/SalonSimone/st atus/749201750058557441 …",,,#tddl16,7.49202322987872E+017,https://twitter.com/klioblog/status/749202322987872256,,,,
,2016-07-02 13:25,0,0,Schreib einen Text mit Kabarettlokal und Beinkleidern. #tddl16,,,#tddl16,7.49202303740158E+017,https://twitter.com/MadamGaehn/status/749202303740157953,,,,
,2016-07-02 13:25,0,0,"Eine unmotivierte Aufzählung, die eine Groteske sein will. #tddl16",,,#tddl16,7.49202291266294E+017,https://twitter.com/slowtiger/status/749202291266293760,,,,
,2016-07-02 13:25,0,0,Einzig Sauerkraut fehlte noch in Klagenfurt. Nun dampft es behäbig vor sich hin. Guten Appetit. #Zwicky #tddl16,,,#Zwicky #tddl16,7.49202272492589E+017,https://twitter.com/Hella_Kopf/status/749202272492589056,,,,
,2016-07-02 13:25,0,2,Was will #Zwicky in Los Alamos und was hat Jacqueline damit zu tun? #tddl16,,,#Zwicky #tddl16,7.49202207443124E+017,https://twitter.com/miriam_vollmer/status/749202207443124224,,,,
,2016-07-02 13:24,1,1,#tddl #tddl16 #wordcloud Sharon Dodua Otoo - GB „Herr Gröttrup setzt sich hin“ http:// bachmannpreis.orf.at/stories/277316 0/ … pic.twitter.com/Asigygh9sP,,,#tddl #tddl16 #wordcloud,7.49202186266083E+017,https://twitter.com/_TheBubble_/status/749202186266083328,,,,
,2016-07-02 13:24,1,7,"Sauerkrrrraut, fremde Welt! #tddl16",,,#tddl16,7.49202103281811E+017,https://twitter.com/Wolfseule/status/749202103281811456,,,,
,2016-07-02 13:24,4,13,"""Grosse Menüs ziehen einem durch die Nase."" #tddl16 #zuleicht #gifdienst pic.twitter.com/x5XnMsVRCj",,,#tddl16 #zuleicht #gifdienst,7.49202077457482E+017,https://twitter.com/clemensetz/status/749202077457481728,,,,
,2016-07-02 13:24,0,1,"""Restlos menschen-abgewandtes Zaubern."" Magie. #tddl16",,,#tddl16,7.49202064929063E+017,https://twitter.com/frautravnicek/status/749202064929062913,,,,
,2016-07-02 13:24,0,3,Schalte innerlich ab. Mag keine Erzählonkel bei den #tddl16 . #zwicky,,,#tddl16 #zwicky,7.49202055139656E+017,https://twitter.com/Poesierausch/status/749202055139655681,,,,
,2016-07-02 13:24,0,1,"Gummibärchen! Nachher stellt sich heraus, er erzählt aus der Perspektive aus der 19jährigen. #tddl16",,,#tddl16,7.49202041550017E+017,https://twitter.com/MadamGaehn/status/749202041550016512,,,,
,2016-07-02 13:24,0,1,"Das ""SUBÖÖÖÖRBS"" ist die dialektal-kulturelle Aneignung der Sprache instagramliebender Bobotweens aus Neubau #tddl16",,,#tddl16,7.49202026719015E+017,https://twitter.com/verswabot/status/749202026719014912,,,,
,2016-07-02 13:24,0,1,Beinkleider und Sauerkraut. #tddl16,,,#tddl16,7.4920202534323E+017,https://twitter.com/U_Batke/status/749202025343229952,,,,
,2016-07-02 13:24,0,0,"#tddl16 #zwicky ""sauerkraut, fremde welt."";;;#tddl16 #zwicky;""749202020008095746",https://twitter.com/MissLightstone/status/749202020008095746,,,,,,,,
,2016-07-02 13:24,0,1,"Mascarabürste, Wimpernkamm. Und mehr Volumen! #tddl16",,,#tddl16,7.4920199938055E+017,https://twitter.com/slowtiger/status/749201999380549632,,,,
,2016-07-02 13:24,0,1,Für mehr Kieselsteine im Mund beim Lesen #tddl16 #zwicky,,,#tddl16 #zwicky,7.49201995102314E+017,https://twitter.com/thedailyfrown/status/749201995102314496,,,,
,2016-07-02 13:23,0,6,Bock auf lecker Buchstabensuppe. #tddl16 #Zwicky,,,#tddl16 #Zwicky,7.49201814462034E+017,https://twitter.com/interschoeps/status/749201814462033920,,,,
,2016-07-02 13:23,0,1,"#tddl16 dass Lektor_innen Texte wie von #Sozio publizieren, Juror_innen in ""aufklärerischen"" Motiven seine ""Rettung"" sehen= #whitesupremacy",,,#tddl16 #Sozio #whitesupremacy,7.49201811467342E+017,https://twitter.com/sjonarvifta/status/749201811467341824,,,,
,2016-07-02 13:23,2,2,"""Grosse Menüs ziehen einem durch die Nase. Artischocken, Nivea. Zichorie; selbst ockerfarbene Gummibärchen."" D. Zwicky liest jetzt #tddl16",,,#tddl16,7.49201792559383E+017,https://twitter.com/tddlit/status/749201792559382529,,,,
,2016-07-02 13:23,0,1,Warum ist Ich in Los Alamos und was will es da? #Zwicky #tddl16,,,#Zwicky #tddl16,7.49201788641899E+017,https://twitter.com/DorisBrockmann/status/749201788641898496,,,,
,2016-07-02 13:23,0,1,"Ach, wie schön er den Text vorschweizert. #tddl16 #zwicky",,,#tddl16 #zwicky,7.49201750058557E+017,https://twitter.com/JustRead_ing/status/749201750058557441,,,,
,2016-07-02 13:22,0,0,Der Text ist wie Rollkofferziehen über Kopfsteinpflaster #tddl16,,,#tddl16,7.49201682987442E+017,https://twitter.com/standseilbahn/status/749201682987442177,,,,
,2016-07-02 13:22,0,3,"Hoffentlich kommt der Hund nochmal vor. Der war süß und er hieß wie ein Fluss, warum nur??????? #tddl16",,,#tddl16,7.49201643372249E+017,https://twitter.com/acryljeans/status/749201643372249088,,,,
,2016-07-02 13:22,0,4,Die Partnerstadt von Los Alamos ist übrigens Sarow in Russland. Damit wir den Bogen wieder schließen können. #tddl16,,,#tddl16,7.49201623642104E+017,https://twitter.com/PeterHellinger/status/749201623642103808,,,,
,2016-07-02 13:22,0,0,"Und ich dachte schon, dieses Jahr sei erfreulich wenig Krebsdrama in den Texten. #tddl16",,,#tddl16,7.49201549189063E+017,https://twitter.com/learningtoflyDE/status/749201549189062656,,,,
,2016-07-02 13:22,0,0,Amerikanische Stadt hat kein Zentrum. Welch radikal-neue Beobachtung! #tddl16,,,#tddl16,7.49201535805129E+017,https://twitter.com/clarityandchaos/status/749201535805128704,,,,
,2016-07-02 13:22,0,1,#tddl16 https:// twitter.com/DawnHFoster/st atus/748424371002302464 …,,,#tddl16,7.49201525730218E+017,https://twitter.com/Olaf_Kutzmutz/status/749201525730217984,,,,
,2016-07-02 13:22,0,4,"""Terracotta",Jacqueline,"Caracas"": Worte, die Schweizer nicht vorlesen sollten. #tddl16",,,#tddl16,7.49201481195217E+017,https://twitter.com/wurstzombie/status/749201481195216896,,
,2016-07-02 13:21,0,1,sonst musst du wieder kotzen schakklin!!!! #tddl16,,,#tddl16,7.4920138654659E+017,https://twitter.com/quadererer/status/749201386546589696,,,,
,2016-07-02 13:21,0,0,Erstaunlich wenig dieser Auskenner-Jungs-Texte aus der weiten Weltgeschichte diesmal. #tddl16,,,#tddl16,7.49201373015728E+017,https://twitter.com/fraudiener/status/749201373015728130,,,,
,2016-07-02 13:21,1,3,#tddl #tddl16 #wordcloud Ada Dorian - D „Betrunkene Bäume“ http:// bachmannpreis.orf.at/stories/277315 5/ … pic.twitter.com/r0lAPLLJqh,,,#tddl #tddl16 #wordcloud,7.49201334155506E+017,https://twitter.com/_TheBubble_/status/749201334155505664,,,,
,2016-07-02 13:21,0,0,Zunge grün vom Weisswein. Ohren grün vom Geräusch. #tddl16,,,#tddl16,7.49201325880115E+017,https://twitter.com/MadamGaehn/status/749201325880115200,,,,
,2016-07-02 13:21,0,0,Autor holt hörbar Luft. Das irritiert mich. #tddl16 #Zwicky,,,#tddl16 #Zwicky,7.49201318376595E+017,https://twitter.com/literaturcafe/status/749201318376595456,,,,
